"","exon.lengths","Gene"
"ENSRNOG00000066152",930,"ENSRNOG00000066152"
"ENSRNOG00000066153",315,"ENSRNOG00000066153"
"ENSRNOG00000066154",186,"ENSRNOG00000066154"
"ENSRNOG00000066155",1738,"ENSRNOG00000066155"
"ENSRNOG00000066156",6609,"ENSRNOG00000066156"
"ENSRNOG00000066157",3136,"ENSRNOG00000066157"
"ENSRNOG00000066158",180,"ENSRNOG00000066158"
"ENSRNOG00000066159",5453,"ENSRNOG00000066159"
"ENSRNOG00000066160",1453,"ENSRNOG00000066160"
"ENSRNOG00000066161",2454,"ENSRNOG00000066161"
"ENSRNOG00000066162",449,"ENSRNOG00000066162"
"ENSRNOG00000066163",1580,"ENSRNOG00000066163"
"ENSRNOG00000066164",104,"ENSRNOG00000066164"
"ENSRNOG00000066165",4164,"ENSRNOG00000066165"
"ENSRNOG00000066166",513,"ENSRNOG00000066166"
"ENSRNOG00000066167",1161,"ENSRNOG00000066167"
"ENSRNOG00000066168",107,"ENSRNOG00000066168"
"ENSRNOG00000066169",771,"ENSRNOG00000066169"
"ENSRNOG00000066170",142,"ENSRNOG00000066170"
"ENSRNOG00000066171",6405,"ENSRNOG00000066171"
"ENSRNOG00000066172",399,"ENSRNOG00000066172"
"ENSRNOG00000066173",1974,"ENSRNOG00000066173"
"ENSRNOG00000066174",5241,"ENSRNOG00000066174"
"ENSRNOG00000066175",2147,"ENSRNOG00000066175"
"ENSRNOG00000066176",5424,"ENSRNOG00000066176"
"ENSRNOG00000066177",945,"ENSRNOG00000066177"
"ENSRNOG00000066178",975,"ENSRNOG00000066178"
"ENSRNOG00000066179",195,"ENSRNOG00000066179"
"ENSRNOG00000066180",540,"ENSRNOG00000066180"
"ENSRNOG00000066181",6203,"ENSRNOG00000066181"
"ENSRNOG00000066182",2574,"ENSRNOG00000066182"
"ENSRNOG00000066183",249,"ENSRNOG00000066183"
"ENSRNOG00000066184",2843,"ENSRNOG00000066184"
"ENSRNOG00000066185",775,"ENSRNOG00000066185"
"ENSRNOG00000066186",1518,"ENSRNOG00000066186"
"ENSRNOG00000066187",667,"ENSRNOG00000066187"
"ENSRNOG00000066188",957,"ENSRNOG00000066188"
"ENSRNOG00000066189",5811,"ENSRNOG00000066189"
"ENSRNOG00000066190",153,"ENSRNOG00000066190"
"ENSRNOG00000066191",6274,"ENSRNOG00000066191"
"ENSRNOG00000066192",2653,"ENSRNOG00000066192"
"ENSRNOG00000066193",7922,"ENSRNOG00000066193"
"ENSRNOG00000066194",3634,"ENSRNOG00000066194"
"ENSRNOG00000066195",3135,"ENSRNOG00000066195"
"ENSRNOG00000066196",911,"ENSRNOG00000066196"
"ENSRNOG00000066197",156,"ENSRNOG00000066197"
"ENSRNOG00000066198",738,"ENSRNOG00000066198"
"ENSRNOG00000066199",957,"ENSRNOG00000066199"
"ENSRNOG00000066200",143,"ENSRNOG00000066200"
"ENSRNOG00000066201",1717,"ENSRNOG00000066201"
"ENSRNOG00000066202",333,"ENSRNOG00000066202"
"ENSRNOG00000066203",503,"ENSRNOG00000066203"
"ENSRNOG00000066204",360,"ENSRNOG00000066204"
"ENSRNOG00000066205",1067,"ENSRNOG00000066205"
"ENSRNOG00000066206",105,"ENSRNOG00000066206"
"ENSRNOG00000066207",411,"ENSRNOG00000066207"
"ENSRNOG00000066208",2105,"ENSRNOG00000066208"
"ENSRNOG00000066209",237,"ENSRNOG00000066209"
"ENSRNOG00000066210",136,"ENSRNOG00000066210"
"ENSRNOG00000066211",118,"ENSRNOG00000066211"
"ENSRNOG00000066212",834,"ENSRNOG00000066212"
"ENSRNOG00000066213",309,"ENSRNOG00000066213"
"ENSRNOG00000066214",3267,"ENSRNOG00000066214"
"ENSRNOG00000066215",183,"ENSRNOG00000066215"
"ENSRNOG00000066216",930,"ENSRNOG00000066216"
"ENSRNOG00000066217",273,"ENSRNOG00000066217"
"ENSRNOG00000066218",432,"ENSRNOG00000066218"
"ENSRNOG00000066219",1826,"ENSRNOG00000066219"
"ENSRNOG00000066220",3519,"ENSRNOG00000066220"
"ENSRNOG00000066221",1832,"ENSRNOG00000066221"
"ENSRNOG00000066222",107,"ENSRNOG00000066222"
"ENSRNOG00000066223",1240,"ENSRNOG00000066223"
"ENSRNOG00000066224",2932,"ENSRNOG00000066224"
"ENSRNOG00000066225",1587,"ENSRNOG00000066225"
"ENSRNOG00000066226",972,"ENSRNOG00000066226"
"ENSRNOG00000066227",4177,"ENSRNOG00000066227"
"ENSRNOG00000066228",543,"ENSRNOG00000066228"
"ENSRNOG00000066229",2763,"ENSRNOG00000066229"
"ENSRNOG00000066230",107,"ENSRNOG00000066230"
"ENSRNOG00000066231",2050,"ENSRNOG00000066231"
"ENSRNOG00000066232",4609,"ENSRNOG00000066232"
"ENSRNOG00000066233",1204,"ENSRNOG00000066233"
"ENSRNOG00000066234",3155,"ENSRNOG00000066234"
"ENSRNOG00000066235",957,"ENSRNOG00000066235"
"ENSRNOG00000066236",360,"ENSRNOG00000066236"
"ENSRNOG00000066237",456,"ENSRNOG00000066237"
"ENSRNOG00000066238",395,"ENSRNOG00000066238"
"ENSRNOG00000066239",1994,"ENSRNOG00000066239"
"ENSRNOG00000066240",1195,"ENSRNOG00000066240"
"ENSRNOG00000066241",9715,"ENSRNOG00000066241"
"ENSRNOG00000066242",1275,"ENSRNOG00000066242"
"ENSRNOG00000066243",3657,"ENSRNOG00000066243"
"ENSRNOG00000066244",594,"ENSRNOG00000066244"
"ENSRNOG00000066245",459,"ENSRNOG00000066245"
"ENSRNOG00000066246",225,"ENSRNOG00000066246"
"ENSRNOG00000066247",1719,"ENSRNOG00000066247"
"ENSRNOG00000066248",255,"ENSRNOG00000066248"
"ENSRNOG00000066249",382,"ENSRNOG00000066249"
"ENSRNOG00000066250",1383,"ENSRNOG00000066250"
"ENSRNOG00000066251",203,"ENSRNOG00000066251"
"ENSRNOG00000066252",13271,"ENSRNOG00000066252"
"ENSRNOG00000066253",460,"ENSRNOG00000066253"
"ENSRNOG00000066254",2326,"ENSRNOG00000066254"
"ENSRNOG00000066255",1769,"ENSRNOG00000066255"
"ENSRNOG00000066256",63,"ENSRNOG00000066256"
"ENSRNOG00000066257",1750,"ENSRNOG00000066257"
"ENSRNOG00000066258",288,"ENSRNOG00000066258"
"ENSRNOG00000066259",128,"ENSRNOG00000066259"
"ENSRNOG00000066260",726,"ENSRNOG00000066260"
"ENSRNOG00000066261",948,"ENSRNOG00000066261"
"ENSRNOG00000066262",204,"ENSRNOG00000066262"
"ENSRNOG00000066263",591,"ENSRNOG00000066263"
"ENSRNOG00000066264",4526,"ENSRNOG00000066264"
"ENSRNOG00000066265",462,"ENSRNOG00000066265"
"ENSRNOG00000066266",155,"ENSRNOG00000066266"
"ENSRNOG00000066267",666,"ENSRNOG00000066267"
"ENSRNOG00000066268",927,"ENSRNOG00000066268"
"ENSRNOG00000066269",3266,"ENSRNOG00000066269"
"ENSRNOG00000066270",939,"ENSRNOG00000066270"
"ENSRNOG00000066271",201,"ENSRNOG00000066271"
"ENSRNOG00000066272",345,"ENSRNOG00000066272"
"ENSRNOG00000066273",78,"ENSRNOG00000066273"
"ENSRNOG00000066274",981,"ENSRNOG00000066274"
"ENSRNOG00000066275",3684,"ENSRNOG00000066275"
"ENSRNOG00000066276",1690,"ENSRNOG00000066276"
"ENSRNOG00000066277",7265,"ENSRNOG00000066277"
"ENSRNOG00000066278",534,"ENSRNOG00000066278"
"ENSRNOG00000066279",1020,"ENSRNOG00000066279"
"ENSRNOG00000066280",2526,"ENSRNOG00000066280"
"ENSRNOG00000066281",403,"ENSRNOG00000066281"
"ENSRNOG00000066282",6892,"ENSRNOG00000066282"
"ENSRNOG00000066283",86,"ENSRNOG00000066283"
"ENSRNOG00000066284",6473,"ENSRNOG00000066284"
"ENSRNOG00000066285",1345,"ENSRNOG00000066285"
"ENSRNOG00000066286",3017,"ENSRNOG00000066286"
"ENSRNOG00000066287",3363,"ENSRNOG00000066287"
"ENSRNOG00000066288",870,"ENSRNOG00000066288"
"ENSRNOG00000066289",1341,"ENSRNOG00000066289"
"ENSRNOG00000066290",1248,"ENSRNOG00000066290"
"ENSRNOG00000066291",332,"ENSRNOG00000066291"
"ENSRNOG00000066292",1184,"ENSRNOG00000066292"
"ENSRNOG00000066293",1360,"ENSRNOG00000066293"
"ENSRNOG00000066294",987,"ENSRNOG00000066294"
"ENSRNOG00000066295",285,"ENSRNOG00000066295"
"ENSRNOG00000066296",5358,"ENSRNOG00000066296"
"ENSRNOG00000066297",198,"ENSRNOG00000066297"
"ENSRNOG00000066298",378,"ENSRNOG00000066298"
"ENSRNOG00000066299",1221,"ENSRNOG00000066299"
"ENSRNOG00000066300",345,"ENSRNOG00000066300"
"ENSRNOG00000066301",682,"ENSRNOG00000066301"
"ENSRNOG00000066302",771,"ENSRNOG00000066302"
"ENSRNOG00000066303",201,"ENSRNOG00000066303"
"ENSRNOG00000066304",1613,"ENSRNOG00000066304"
"ENSRNOG00000066305",732,"ENSRNOG00000066305"
"ENSRNOG00000066306",210,"ENSRNOG00000066306"
"ENSRNOG00000066307",1211,"ENSRNOG00000066307"
"ENSRNOG00000066308",152,"ENSRNOG00000066308"
"ENSRNOG00000066309",7099,"ENSRNOG00000066309"
"ENSRNOG00000066310",2156,"ENSRNOG00000066310"
"ENSRNOG00000066311",930,"ENSRNOG00000066311"
"ENSRNOG00000066312",939,"ENSRNOG00000066312"
"ENSRNOG00000066313",1473,"ENSRNOG00000066313"
"ENSRNOG00000066314",5454,"ENSRNOG00000066314"
"ENSRNOG00000066315",1683,"ENSRNOG00000066315"
"ENSRNOG00000066316",564,"ENSRNOG00000066316"
"ENSRNOG00000066317",164,"ENSRNOG00000066317"
"ENSRNOG00000066318",1207,"ENSRNOG00000066318"
"ENSRNOG00000066319",243,"ENSRNOG00000066319"
"ENSRNOG00000066320",562,"ENSRNOG00000066320"
"ENSRNOG00000066321",3118,"ENSRNOG00000066321"
"ENSRNOG00000066322",2124,"ENSRNOG00000066322"
"ENSRNOG00000066323",1110,"ENSRNOG00000066323"
"ENSRNOG00000066324",2239,"ENSRNOG00000066324"
"ENSRNOG00000066325",5073,"ENSRNOG00000066325"
"ENSRNOG00000066326",107,"ENSRNOG00000066326"
"ENSRNOG00000066327",107,"ENSRNOG00000066327"
"ENSRNOG00000066328",612,"ENSRNOG00000066328"
"ENSRNOG00000066329",93,"ENSRNOG00000066329"
"ENSRNOG00000066330",601,"ENSRNOG00000066330"
"ENSRNOG00000066331",2265,"ENSRNOG00000066331"
"ENSRNOG00000066332",3232,"ENSRNOG00000066332"
"ENSRNOG00000066333",1395,"ENSRNOG00000066333"
"ENSRNOG00000066334",255,"ENSRNOG00000066334"
"ENSRNOG00000066335",1210,"ENSRNOG00000066335"
"ENSRNOG00000066336",684,"ENSRNOG00000066336"
"ENSRNOG00000066337",139,"ENSRNOG00000066337"
"ENSRNOG00000066338",148,"ENSRNOG00000066338"
"ENSRNOG00000066339",164,"ENSRNOG00000066339"
"ENSRNOG00000066340",477,"ENSRNOG00000066340"
"ENSRNOG00000066341",11874,"ENSRNOG00000066341"
"ENSRNOG00000066342",1601,"ENSRNOG00000066342"
"ENSRNOG00000066343",270,"ENSRNOG00000066343"
"ENSRNOG00000066344",1400,"ENSRNOG00000066344"
"ENSRNOG00000066345",1385,"ENSRNOG00000066345"
"ENSRNOG00000066346",1200,"ENSRNOG00000066346"
"ENSRNOG00000066347",143,"ENSRNOG00000066347"
"ENSRNOG00000066348",6496,"ENSRNOG00000066348"
"ENSRNOG00000066349",948,"ENSRNOG00000066349"
"ENSRNOG00000066350",141,"ENSRNOG00000066350"
"ENSRNOG00000066351",4950,"ENSRNOG00000066351"
"ENSRNOG00000066352",1895,"ENSRNOG00000066352"
"ENSRNOG00000066353",59,"ENSRNOG00000066353"
"ENSRNOG00000066354",372,"ENSRNOG00000066354"
"ENSRNOG00000066355",20171,"ENSRNOG00000066355"
"ENSRNOG00000066356",5526,"ENSRNOG00000066356"
"ENSRNOG00000066357",81,"ENSRNOG00000066357"
"ENSRNOG00000066358",402,"ENSRNOG00000066358"
"ENSRNOG00000066359",5225,"ENSRNOG00000066359"
"ENSRNOG00000066360",107,"ENSRNOG00000066360"
"ENSRNOG00000066361",288,"ENSRNOG00000066361"
"ENSRNOG00000066362",83,"ENSRNOG00000066362"
"ENSRNOG00000066363",142,"ENSRNOG00000066363"
"ENSRNOG00000066364",1095,"ENSRNOG00000066364"
"ENSRNOG00000066365",1644,"ENSRNOG00000066365"
"ENSRNOG00000066366",4039,"ENSRNOG00000066366"
"ENSRNOG00000066367",294,"ENSRNOG00000066367"
"ENSRNOG00000066368",107,"ENSRNOG00000066368"
"ENSRNOG00000066369",315,"ENSRNOG00000066369"
"ENSRNOG00000066370",118,"ENSRNOG00000066370"
"ENSRNOG00000066371",267,"ENSRNOG00000066371"
"ENSRNOG00000066372",9411,"ENSRNOG00000066372"
"ENSRNOG00000066373",345,"ENSRNOG00000066373"
"ENSRNOG00000066374",561,"ENSRNOG00000066374"
"ENSRNOG00000066375",510,"ENSRNOG00000066375"
"ENSRNOG00000066376",594,"ENSRNOG00000066376"
"ENSRNOG00000066377",3879,"ENSRNOG00000066377"
"ENSRNOG00000066378",3087,"ENSRNOG00000066378"
"ENSRNOG00000066379",1427,"ENSRNOG00000066379"
"ENSRNOG00000066380",324,"ENSRNOG00000066380"
"ENSRNOG00000066381",3297,"ENSRNOG00000066381"
"ENSRNOG00000066382",81,"ENSRNOG00000066382"
"ENSRNOG00000066383",939,"ENSRNOG00000066383"
"ENSRNOG00000066384",2855,"ENSRNOG00000066384"
"ENSRNOG00000066385",1048,"ENSRNOG00000066385"
"ENSRNOG00000066386",327,"ENSRNOG00000066386"
"ENSRNOG00000066387",1432,"ENSRNOG00000066387"
"ENSRNOG00000066388",136,"ENSRNOG00000066388"
"ENSRNOG00000066389",720,"ENSRNOG00000066389"
"ENSRNOG00000066390",107,"ENSRNOG00000066390"
"ENSRNOG00000066391",2288,"ENSRNOG00000066391"
"ENSRNOG00000066392",3133,"ENSRNOG00000066392"
"ENSRNOG00000066393",1081,"ENSRNOG00000066393"
"ENSRNOG00000066394",3917,"ENSRNOG00000066394"
"ENSRNOG00000066395",698,"ENSRNOG00000066395"
"ENSRNOG00000066396",960,"ENSRNOG00000066396"
"ENSRNOG00000066397",180,"ENSRNOG00000066397"
"ENSRNOG00000066398",700,"ENSRNOG00000066398"
"ENSRNOG00000066399",2887,"ENSRNOG00000066399"
"ENSRNOG00000066400",82,"ENSRNOG00000066400"
"ENSRNOG00000066401",480,"ENSRNOG00000066401"
"ENSRNOG00000066402",1015,"ENSRNOG00000066402"
"ENSRNOG00000066403",126,"ENSRNOG00000066403"
"ENSRNOG00000066404",1477,"ENSRNOG00000066404"
"ENSRNOG00000066405",975,"ENSRNOG00000066405"
"ENSRNOG00000066406",321,"ENSRNOG00000066406"
"ENSRNOG00000066407",270,"ENSRNOG00000066407"
"ENSRNOG00000066408",1092,"ENSRNOG00000066408"
"ENSRNOG00000066409",681,"ENSRNOG00000066409"
"ENSRNOG00000066410",210,"ENSRNOG00000066410"
"ENSRNOG00000066411",402,"ENSRNOG00000066411"
"ENSRNOG00000066412",174,"ENSRNOG00000066412"
"ENSRNOG00000066413",1925,"ENSRNOG00000066413"
"ENSRNOG00000066414",3094,"ENSRNOG00000066414"
"ENSRNOG00000066415",6571,"ENSRNOG00000066415"
"ENSRNOG00000066416",1044,"ENSRNOG00000066416"
"ENSRNOG00000066417",942,"ENSRNOG00000066417"
"ENSRNOG00000066418",3368,"ENSRNOG00000066418"
"ENSRNOG00000066419",137,"ENSRNOG00000066419"
"ENSRNOG00000066420",527,"ENSRNOG00000066420"
"ENSRNOG00000066421",4008,"ENSRNOG00000066421"
"ENSRNOG00000066422",3196,"ENSRNOG00000066422"
"ENSRNOG00000066423",6868,"ENSRNOG00000066423"
"ENSRNOG00000066424",173,"ENSRNOG00000066424"
"ENSRNOG00000066425",2044,"ENSRNOG00000066425"
"ENSRNOG00000066426",1786,"ENSRNOG00000066426"
"ENSRNOG00000066427",118,"ENSRNOG00000066427"
"ENSRNOG00000066428",13954,"ENSRNOG00000066428"
"ENSRNOG00000066429",963,"ENSRNOG00000066429"
"ENSRNOG00000066430",93,"ENSRNOG00000066430"
"ENSRNOG00000066431",435,"ENSRNOG00000066431"
"ENSRNOG00000066432",564,"ENSRNOG00000066432"
"ENSRNOG00000066433",2662,"ENSRNOG00000066433"
"ENSRNOG00000066434",104,"ENSRNOG00000066434"
"ENSRNOG00000066435",107,"ENSRNOG00000066435"
"ENSRNOG00000066436",624,"ENSRNOG00000066436"
"ENSRNOG00000066437",2628,"ENSRNOG00000066437"
"ENSRNOG00000066438",447,"ENSRNOG00000066438"
"ENSRNOG00000066439",2253,"ENSRNOG00000066439"
"ENSRNOG00000066440",107,"ENSRNOG00000066440"
"ENSRNOG00000066441",4049,"ENSRNOG00000066441"
"ENSRNOG00000066442",119,"ENSRNOG00000066442"
"ENSRNOG00000066443",119,"ENSRNOG00000066443"
"ENSRNOG00000066444",3757,"ENSRNOG00000066444"
"ENSRNOG00000066445",344,"ENSRNOG00000066445"
"ENSRNOG00000066446",351,"ENSRNOG00000066446"
"ENSRNOG00000066447",65,"ENSRNOG00000066447"
"ENSRNOG00000066448",2659,"ENSRNOG00000066448"
"ENSRNOG00000066449",927,"ENSRNOG00000066449"
"ENSRNOG00000066450",2754,"ENSRNOG00000066450"
"ENSRNOG00000066451",2436,"ENSRNOG00000066451"
"ENSRNOG00000066452",909,"ENSRNOG00000066452"
"ENSRNOG00000066453",244,"ENSRNOG00000066453"
"ENSRNOG00000066454",1444,"ENSRNOG00000066454"
"ENSRNOG00000066455",544,"ENSRNOG00000066455"
"ENSRNOG00000066456",835,"ENSRNOG00000066456"
"ENSRNOG00000066457",89,"ENSRNOG00000066457"
"ENSRNOG00000066458",6297,"ENSRNOG00000066458"
"ENSRNOG00000066459",90,"ENSRNOG00000066459"
"ENSRNOG00000066460",677,"ENSRNOG00000066460"
"ENSRNOG00000066461",1531,"ENSRNOG00000066461"
"ENSRNOG00000066462",336,"ENSRNOG00000066462"
"ENSRNOG00000066463",1312,"ENSRNOG00000066463"
"ENSRNOG00000066464",2165,"ENSRNOG00000066464"
"ENSRNOG00000066465",1353,"ENSRNOG00000066465"
"ENSRNOG00000066466",4810,"ENSRNOG00000066466"
"ENSRNOG00000066467",2071,"ENSRNOG00000066467"
"ENSRNOG00000066468",144,"ENSRNOG00000066468"
"ENSRNOG00000066469",819,"ENSRNOG00000066469"
"ENSRNOG00000066470",291,"ENSRNOG00000066470"
"ENSRNOG00000066471",3152,"ENSRNOG00000066471"
"ENSRNOG00000066472",930,"ENSRNOG00000066472"
"ENSRNOG00000066473",3043,"ENSRNOG00000066473"
"ENSRNOG00000066474",201,"ENSRNOG00000066474"
"ENSRNOG00000066475",2754,"ENSRNOG00000066475"
"ENSRNOG00000066476",75,"ENSRNOG00000066476"
"ENSRNOG00000066477",174,"ENSRNOG00000066477"
"ENSRNOG00000066478",5028,"ENSRNOG00000066478"
"ENSRNOG00000066479",1661,"ENSRNOG00000066479"
"ENSRNOG00000066480",8378,"ENSRNOG00000066480"
"ENSRNOG00000066481",420,"ENSRNOG00000066481"
"ENSRNOG00000066482",207,"ENSRNOG00000066482"
"ENSRNOG00000066483",93,"ENSRNOG00000066483"
"ENSRNOG00000066484",5336,"ENSRNOG00000066484"
"ENSRNOG00000066485",153,"ENSRNOG00000066485"
"ENSRNOG00000066486",2853,"ENSRNOG00000066486"
"ENSRNOG00000066487",2023,"ENSRNOG00000066487"
"ENSRNOG00000066488",954,"ENSRNOG00000066488"
"ENSRNOG00000066489",1302,"ENSRNOG00000066489"
"ENSRNOG00000066490",850,"ENSRNOG00000066490"
"ENSRNOG00000066491",9729,"ENSRNOG00000066491"
"ENSRNOG00000066492",1448,"ENSRNOG00000066492"
"ENSRNOG00000066493",318,"ENSRNOG00000066493"
"ENSRNOG00000066494",93,"ENSRNOG00000066494"
"ENSRNOG00000066495",191,"ENSRNOG00000066495"
"ENSRNOG00000066496",945,"ENSRNOG00000066496"
"ENSRNOG00000066497",438,"ENSRNOG00000066497"
"ENSRNOG00000066498",4527,"ENSRNOG00000066498"
"ENSRNOG00000066499",630,"ENSRNOG00000066499"
"ENSRNOG00000066500",998,"ENSRNOG00000066500"
"ENSRNOG00000066501",555,"ENSRNOG00000066501"
"ENSRNOG00000066502",447,"ENSRNOG00000066502"
"ENSRNOG00000066503",656,"ENSRNOG00000066503"
"ENSRNOG00000066504",939,"ENSRNOG00000066504"
"ENSRNOG00000066505",486,"ENSRNOG00000066505"
"ENSRNOG00000066506",677,"ENSRNOG00000066506"
"ENSRNOG00000066507",1441,"ENSRNOG00000066507"
"ENSRNOG00000066508",1007,"ENSRNOG00000066508"
"ENSRNOG00000066509",156,"ENSRNOG00000066509"
"ENSRNOG00000066510",135,"ENSRNOG00000066510"
"ENSRNOG00000066511",2813,"ENSRNOG00000066511"
"ENSRNOG00000066512",405,"ENSRNOG00000066512"
"ENSRNOG00000066513",933,"ENSRNOG00000066513"
"ENSRNOG00000066514",618,"ENSRNOG00000066514"
"ENSRNOG00000066515",270,"ENSRNOG00000066515"
"ENSRNOG00000066516",240,"ENSRNOG00000066516"
"ENSRNOG00000066517",327,"ENSRNOG00000066517"
"ENSRNOG00000066518",1126,"ENSRNOG00000066518"
"ENSRNOG00000066519",2221,"ENSRNOG00000066519"
"ENSRNOG00000066520",201,"ENSRNOG00000066520"
"ENSRNOG00000066521",795,"ENSRNOG00000066521"
"ENSRNOG00000066522",1410,"ENSRNOG00000066522"
"ENSRNOG00000066523",3900,"ENSRNOG00000066523"
"ENSRNOG00000066524",438,"ENSRNOG00000066524"
"ENSRNOG00000066525",2676,"ENSRNOG00000066525"
"ENSRNOG00000066526",828,"ENSRNOG00000066526"
"ENSRNOG00000066527",2517,"ENSRNOG00000066527"
"ENSRNOG00000066528",939,"ENSRNOG00000066528"
"ENSRNOG00000066529",97,"ENSRNOG00000066529"
"ENSRNOG00000066530",609,"ENSRNOG00000066530"
"ENSRNOG00000066531",345,"ENSRNOG00000066531"
"ENSRNOG00000066532",758,"ENSRNOG00000066532"
"ENSRNOG00000066533",127,"ENSRNOG00000066533"
"ENSRNOG00000066534",1660,"ENSRNOG00000066534"
"ENSRNOG00000066535",125,"ENSRNOG00000066535"
"ENSRNOG00000066536",474,"ENSRNOG00000066536"
"ENSRNOG00000066537",179,"ENSRNOG00000066537"
"ENSRNOG00000066538",414,"ENSRNOG00000066538"
"ENSRNOG00000066539",384,"ENSRNOG00000066539"
"ENSRNOG00000066540",546,"ENSRNOG00000066540"
"ENSRNOG00000066541",107,"ENSRNOG00000066541"
"ENSRNOG00000066542",1537,"ENSRNOG00000066542"
"ENSRNOG00000066543",726,"ENSRNOG00000066543"
"ENSRNOG00000066544",705,"ENSRNOG00000066544"
"ENSRNOG00000066545",5051,"ENSRNOG00000066545"
"ENSRNOG00000066546",351,"ENSRNOG00000066546"
"ENSRNOG00000066547",1515,"ENSRNOG00000066547"
"ENSRNOG00000066548",1636,"ENSRNOG00000066548"
"ENSRNOG00000066549",678,"ENSRNOG00000066549"
"ENSRNOG00000066550",416,"ENSRNOG00000066550"
"ENSRNOG00000066551",1599,"ENSRNOG00000066551"
"ENSRNOG00000066552",107,"ENSRNOG00000066552"
"ENSRNOG00000066553",942,"ENSRNOG00000066553"
"ENSRNOG00000066554",4261,"ENSRNOG00000066554"
"ENSRNOG00000066555",3298,"ENSRNOG00000066555"
"ENSRNOG00000066556",2625,"ENSRNOG00000066556"
"ENSRNOG00000066557",1431,"ENSRNOG00000066557"
"ENSRNOG00000066558",3724,"ENSRNOG00000066558"
"ENSRNOG00000066559",2758,"ENSRNOG00000066559"
"ENSRNOG00000066560",1462,"ENSRNOG00000066560"
"ENSRNOG00000066561",903,"ENSRNOG00000066561"
"ENSRNOG00000066562",343,"ENSRNOG00000066562"
"ENSRNOG00000066563",292,"ENSRNOG00000066563"
"ENSRNOG00000066564",105,"ENSRNOG00000066564"
"ENSRNOG00000066565",2283,"ENSRNOG00000066565"
"ENSRNOG00000066566",402,"ENSRNOG00000066566"
"ENSRNOG00000066567",8236,"ENSRNOG00000066567"
"ENSRNOG00000066568",2138,"ENSRNOG00000066568"
"ENSRNOG00000066569",912,"ENSRNOG00000066569"
"ENSRNOG00000066570",356,"ENSRNOG00000066570"
"ENSRNOG00000066571",575,"ENSRNOG00000066571"
"ENSRNOG00000066572",981,"ENSRNOG00000066572"
"ENSRNOG00000066573",5356,"ENSRNOG00000066573"
"ENSRNOG00000066574",171,"ENSRNOG00000066574"
"ENSRNOG00000066575",2561,"ENSRNOG00000066575"
"ENSRNOG00000066576",936,"ENSRNOG00000066576"
"ENSRNOG00000066577",392,"ENSRNOG00000066577"
"ENSRNOG00000066578",397,"ENSRNOG00000066578"
"ENSRNOG00000066579",7365,"ENSRNOG00000066579"
"ENSRNOG00000066580",2503,"ENSRNOG00000066580"
"ENSRNOG00000066581",119,"ENSRNOG00000066581"
"ENSRNOG00000066582",22958,"ENSRNOG00000066582"
"ENSRNOG00000066583",107,"ENSRNOG00000066583"
"ENSRNOG00000066584",556,"ENSRNOG00000066584"
"ENSRNOG00000066585",6267,"ENSRNOG00000066585"
"ENSRNOG00000066586",252,"ENSRNOG00000066586"
"ENSRNOG00000066587",1350,"ENSRNOG00000066587"
"ENSRNOG00000066588",8875,"ENSRNOG00000066588"
"ENSRNOG00000066589",4126,"ENSRNOG00000066589"
"ENSRNOG00000066590",309,"ENSRNOG00000066590"
"ENSRNOG00000066591",231,"ENSRNOG00000066591"
"ENSRNOG00000066592",118,"ENSRNOG00000066592"
"ENSRNOG00000066593",141,"ENSRNOG00000066593"
"ENSRNOG00000066594",1042,"ENSRNOG00000066594"
"ENSRNOG00000066595",306,"ENSRNOG00000066595"
"ENSRNOG00000066596",1087,"ENSRNOG00000066596"
"ENSRNOG00000066597",2268,"ENSRNOG00000066597"
"ENSRNOG00000066598",670,"ENSRNOG00000066598"
"ENSRNOG00000066599",381,"ENSRNOG00000066599"
"ENSRNOG00000066600",1342,"ENSRNOG00000066600"
"ENSRNOG00000066601",972,"ENSRNOG00000066601"
"ENSRNOG00000066602",945,"ENSRNOG00000066602"
"ENSRNOG00000066603",273,"ENSRNOG00000066603"
"ENSRNOG00000066604",213,"ENSRNOG00000066604"
"ENSRNOG00000066605",303,"ENSRNOG00000066605"
"ENSRNOG00000066606",1553,"ENSRNOG00000066606"
"ENSRNOG00000066607",145,"ENSRNOG00000066607"
"ENSRNOG00000066608",13074,"ENSRNOG00000066608"
"ENSRNOG00000066609",1516,"ENSRNOG00000066609"
"ENSRNOG00000066610",132,"ENSRNOG00000066610"
"ENSRNOG00000066611",3548,"ENSRNOG00000066611"
"ENSRNOG00000066612",474,"ENSRNOG00000066612"
"ENSRNOG00000066613",496,"ENSRNOG00000066613"
"ENSRNOG00000066614",8829,"ENSRNOG00000066614"
"ENSRNOG00000066615",3483,"ENSRNOG00000066615"
"ENSRNOG00000066616",7518,"ENSRNOG00000066616"
"ENSRNOG00000066617",4131,"ENSRNOG00000066617"
"ENSRNOG00000066618",2274,"ENSRNOG00000066618"
"ENSRNOG00000066619",2861,"ENSRNOG00000066619"
"ENSRNOG00000066620",1516,"ENSRNOG00000066620"
"ENSRNOG00000066621",2165,"ENSRNOG00000066621"
"ENSRNOG00000066622",449,"ENSRNOG00000066622"
"ENSRNOG00000066623",3420,"ENSRNOG00000066623"
"ENSRNOG00000066624",4323,"ENSRNOG00000066624"
"ENSRNOG00000066625",894,"ENSRNOG00000066625"
"ENSRNOG00000066626",546,"ENSRNOG00000066626"
